Word,Auditory.mean,Gustatory.mean,Haptic.mean,Interoceptive.mean,Olfactory.mean,Visual.mean,Auditory.SD,Gustatory.SD,Haptic.SD,Interoceptive.SD,Olfactory.SD,Visual.SD,Max_strength.perceptual,Exclusivity.perceptual,Dominant.perceptual,Minkowski3.perceptual,N_known.perceptual,Percent_known.perceptual
PHONE CORD,0.263,0.0,3.0,0.053,0.053,3.895,0.562,0.0,2.0,0.229,0.229,1.823,3.895,0.536,Visual,4.416,19,1.0
UNFREEZING,0.053,0.368,3.0,1.474,0.211,3.053,0.229,0.955,1.563,1.775,0.713,1.9,3.053,0.368,Visual,3.887,19,1.0
DOUGHNUT,0.579,4.632,3.0,0.684,3.421,4.263,1.346,1.012,1.764,1.668,1.61,1.195,4.632,0.244,Gustatory,6.252,19,1.0
PHALANGES,0.25,0.083,3.0,1.333,0.0,3.083,0.622,0.289,2.216,2.103,0.0,2.314,3.083,0.398,Visual,3.886,12,0.667
BOWLS,0.762,0.381,3.0,0.19,0.333,3.857,1.411,0.973,1.703,0.602,0.658,1.74,3.857,0.43,Visual,4.396,21,0.913
UNDERWIRE,0.176,0.294,3.0,0.353,0.118,2.588,0.529,0.985,2.092,0.996,0.332,1.873,3.0,0.441,Haptic,3.541,17,0.895
UNDERGARMENT,0.1,0.0,3.0,0.05,0.25,3.5,0.447,0.0,2.2,0.224,0.55,1.987,3.5,0.507,Visual,4.119,20,1.0
PINCHER,0.167,0.167,3.0,0.278,0.111,2.222,0.514,0.707,1.782,0.575,0.471,1.896,3.0,0.486,Haptic,3.362,18,1.0
DOILY,0.091,0.091,3.0,0.0,0.0,4.091,0.302,0.302,1.549,0.0,0.0,1.814,4.091,0.562,Visual,4.57,11,0.524
JERK OFF,1.789,0.0,3.0,2.737,0.684,2.947,1.813,0.0,2.285,2.182,1.108,1.957,3.0,0.269,Haptic,4.294,19,1.0
HOOF,2.824,0.059,3.0,0.059,0.882,3.647,2.038,0.243,1.904,0.243,1.453,1.902,3.647,0.343,Visual,4.621,17,0.944
CALIPERS,0.8,0.0,3.0,0.067,0.0,4.067,1.146,0.0,1.852,0.258,0.0,1.486,4.067,0.513,Visual,4.559,15,0.75
RIGIDLY,0.684,0.0,3.0,1.0,0.0,3.053,1.293,0.0,1.915,1.491,0.0,1.929,3.053,0.395,Visual,3.843,19,1.0
WALKING STICK,0.471,0.118,3.0,0.118,0.176,3.824,1.281,0.485,2.031,0.485,0.728,1.704,3.824,0.481,Visual,4.362,17,1.0
RIPENESS,0.353,3.765,3.0,0.588,2.471,3.941,0.996,1.48,1.458,1.228,2.065,1.144,3.941,0.254,Visual,5.394,17,1.0
ROCKING HORSE,1.579,0.0,3.0,0.421,0.053,4.263,1.677,0.0,1.972,1.261,0.229,1.195,4.263,0.458,Visual,4.769,19,1.0
DESK,0.375,0.0,3.0,0.062,0.062,4.875,1.088,0.0,1.932,0.25,0.25,0.342,4.875,0.582,Visual,5.228,16,1.0
ANKLEBONE,0.438,0.0,3.0,1.188,0.0,4.25,0.814,0.0,1.966,1.601,0.0,1.39,4.25,0.479,Visual,4.726,16,1.0
JELLY,0.333,4.0,3.0,0.556,2.389,3.667,1.029,1.645,1.91,1.199,1.539,1.609,4.0,0.263,Gustatory,5.362,18,1.0
JAB,0.941,0.059,3.0,1.765,0.176,2.471,1.391,0.243,1.696,1.64,0.529,1.419,3.0,0.35,Haptic,3.645,17,1.0
GARTER BELT,0.667,0.167,3.0,0.278,0.167,4.0,1.237,0.707,2.086,0.669,0.514,1.645,4.0,0.463,Visual,4.503,18,0.947
PINECONE,0.353,0.353,3.0,0.176,1.529,3.941,0.996,1.057,1.696,0.529,1.546,1.391,3.941,0.403,Visual,4.513,17,1.0
COVERALL,0.214,0.071,3.0,0.214,0.429,3.929,0.426,0.267,2.0,0.579,0.938,1.542,3.929,0.491,Visual,4.443,14,0.824
JAW,1.05,0.5,3.0,1.8,0.25,3.7,1.791,1.395,2.248,2.191,1.118,1.809,3.7,0.335,Visual,4.393,20,1.0
FOIL,1.706,0.235,3.0,0.235,0.529,3.412,1.611,0.562,1.62,0.97,1.328,1.938,3.412,0.348,Visual,4.157,17,1.0
LAPBOARD,0.571,0.0,3.0,0.429,0.0,3.143,1.158,0.0,2.075,1.089,0.0,2.033,3.143,0.44,Visual,3.878,14,0.737
HUMIDNESS,0.0,0.118,3.0,1.294,0.765,1.235,0.0,0.332,1.803,1.572,1.522,1.48,3.0,0.468,Haptic,3.158,17,1.0
SILICON,0.647,0.118,3.0,0.294,0.235,3.941,1.412,0.485,1.768,0.849,0.664,1.6,3.941,0.464,Visual,4.457,17,1.0
CURVY,0.588,0.294,3.0,0.588,0.294,4.471,1.502,0.772,1.581,1.372,0.985,0.514,4.471,0.452,Visual,4.888,17,1.0
SPIDER WEB,0.0,0.0,3.0,0.053,0.0,3.842,0.0,0.0,1.944,0.229,0.0,1.344,3.842,0.557,Visual,4.375,19,1.0
LOLLYPOP,0.333,4.5,3.0,0.889,2.556,3.889,0.84,1.295,1.879,1.53,2.007,1.53,4.5,0.275,Gustatory,5.793,18,1.0
ELECTROSTATIC,1.286,0.143,3.0,1.429,0.286,2.214,1.637,0.535,1.881,1.742,1.069,2.007,3.0,0.342,Haptic,3.501,14,0.875
MISTED,0.944,0.389,3.0,0.444,0.333,3.5,1.305,0.85,1.782,1.042,0.84,1.654,3.5,0.368,Visual,4.139,18,0.947
CHAINSAW,4.235,0.0,3.0,0.118,0.529,3.882,1.2,0.0,1.871,0.332,1.231,1.654,4.235,0.36,Auditory,5.447,17,1.0
CHAIN,1.9,0.0,3.0,0.0,0.0,4.05,1.774,0.0,1.717,0.0,0.0,1.504,4.05,0.453,Visual,4.646,20,1.0
STRAP,0.824,0.235,3.0,0.824,0.235,4.059,1.51,0.97,1.871,1.551,0.752,1.391,4.059,0.417,Visual,4.563,17,1.0
EXPANDING,2.0,0.733,3.0,1.333,0.8,4.533,2.0,1.751,2.104,1.676,1.74,0.915,4.533,0.306,Visual,5.084,15,1.0
CONSTRICTED,0.722,0.167,3.0,3.0,0.222,1.944,1.179,0.514,1.68,2.029,0.548,1.697,3.0,0.313,Haptic,3.952,18,1.0
TEDDY,0.467,0.0,3.0,0.867,0.267,4.133,0.743,0.0,2.204,1.506,0.799,1.407,4.133,0.473,Visual,4.617,15,0.938
FEATHERED,1.176,0.529,3.0,1.176,0.471,3.235,1.551,1.328,1.803,1.944,1.179,1.715,3.235,0.288,Visual,4.008,17,1.0
NECKING,1.25,0.688,3.0,1.688,0.562,3.062,1.291,1.401,2.129,1.852,1.209,1.806,3.062,0.244,Visual,3.979,16,0.842
STRANGLEHOLD,1.389,0.0,3.0,2.278,0.0,3.222,1.42,0.0,2.0,2.244,0.0,1.987,3.222,0.326,Visual,4.216,18,0.9
SORENESS,0.0,0.0,3.0,4.333,0.0,0.722,0.0,0.0,1.609,0.907,0.0,1.074,4.333,0.538,Interoceptive,4.773,18,0.9
SOPPING,1.467,0.267,3.0,0.533,0.667,2.8,1.506,0.594,2.268,0.99,1.175,2.042,3.0,0.313,Haptic,3.746,15,0.789
SOOTINESS,0.917,1.25,3.0,1.25,1.833,2.833,1.379,1.545,1.651,1.658,1.85,1.586,3.0,0.188,Haptic,3.928,12,0.706
NEEDLEPOINT,0.263,0.0,3.0,0.368,0.0,3.579,0.562,0.0,1.599,1.012,0.0,1.865,3.579,0.496,Visual,4.178,19,1.0
CERAMICS,0.333,0.0,3.0,0.0,0.167,3.278,0.84,0.0,1.91,0.0,0.707,1.841,3.278,0.484,Visual,3.963,18,0.947
BAYONET,0.842,0.0,3.0,0.421,0.053,4.053,1.385,0.0,2.38,1.305,0.229,1.615,4.053,0.484,Visual,4.551,19,1.0
STRINGING,0.278,0.0,3.0,0.5,0.0,2.611,0.575,0.0,2.275,1.295,0.0,2.2,3.0,0.47,Haptic,3.556,18,0.9
GREENBACK,0.308,0.0,3.0,0.308,0.385,3.769,0.63,0.0,2.121,0.855,1.121,1.922,3.769,0.485,Visual,4.321,13,0.722
LIGHTWEIGHT,0.464,0.071,3.0,1.036,0.0,2.429,0.838,0.262,2.194,1.621,0.0,1.834,3.0,0.429,Haptic,3.491,28,1.0
CHILL,0.714,0.524,3.0,3.667,0.048,0.762,1.419,1.123,2.121,1.77,0.218,1.261,3.667,0.415,Interoceptive,4.259,21,1.0
BAUBLE,0.818,0.0,3.0,0.0,0.182,4.545,1.328,0.0,1.549,0.0,0.405,0.688,4.545,0.532,Visual,4.952,11,0.647
NAIL SCISSORS,0.5,0.1,3.0,0.35,0.15,3.5,0.761,0.447,2.103,0.671,0.671,1.732,3.5,0.447,Visual,4.122,20,1.0
SPLASHY,2.562,0.094,3.0,1.094,0.062,3.281,2.047,0.39,2.125,1.711,0.246,1.905,3.281,0.319,Visual,4.317,32,0.97
SNACK FOOD,0.737,4.842,3.0,1.474,3.684,4.316,1.147,0.501,1.453,2.038,1.157,0.82,4.842,0.227,Gustatory,6.499,19,1.0
BAREBACK,0.188,0.125,3.0,0.562,0.188,3.875,0.75,0.5,1.862,1.263,0.75,1.586,3.875,0.472,Visual,4.403,16,0.889
TALCUM POWDER,0.391,0.957,3.0,0.478,3.13,3.826,1.196,1.718,1.954,1.163,1.687,1.497,3.826,0.292,Visual,4.859,23,0.885
BEARDLESS,0.278,0.167,3.0,0.111,0.111,4.389,0.752,0.383,1.97,0.323,0.323,1.145,4.389,0.531,Visual,4.814,18,1.0
LOZENGE,0.143,4.071,3.0,1.5,2.071,3.5,0.363,1.859,1.617,1.829,1.9,1.951,4.071,0.275,Gustatory,5.309,14,0.778
BEATING,2.263,0.421,3.0,2.737,0.421,2.842,1.695,1.261,2.0,1.91,1.017,1.803,3.0,0.221,Haptic,4.348,19,1.0
CHEESECLOTH,0.167,0.0,3.0,0.0,0.167,4.0,0.514,0.0,1.91,0.0,0.707,1.495,4.0,0.545,Visual,4.498,18,1.0
ENCAPSULATION,0.333,0.0,3.0,1.25,0.0,3.75,0.651,0.0,2.089,1.913,0.0,1.658,3.75,0.45,Visual,4.34,12,0.632
TANGLING,0.45,0.0,3.0,0.2,0.0,3.95,1.099,0.0,1.747,0.523,0.0,1.468,3.95,0.52,Visual,4.46,20,1.0
STIMULATION,2.176,1.471,3.0,4.0,1.294,2.824,1.845,1.7,1.969,1.323,1.611,1.944,4.0,0.183,Interoceptive,5.055,17,1.0
BANKBOOK,0.789,0.0,3.0,0.421,0.158,4.368,1.653,0.0,1.972,1.121,0.375,1.422,4.368,0.5,Visual,4.805,19,0.95
CONTAINER,0.25,0.0,3.0,0.0,0.1,4.35,0.91,0.0,1.777,0.0,0.447,1.309,4.35,0.565,Visual,4.782,20,1.0
GUMBALL,0.4,3.467,3.0,0.533,1.133,3.4,0.91,1.767,1.773,0.915,1.506,1.454,3.467,0.257,Gustatory,4.786,15,1.0
STINGER,0.357,0.143,3.0,1.929,0.357,3.643,1.082,0.535,1.922,2.018,1.082,1.692,3.643,0.371,Visual,4.355,14,0.933
MOISTLY,0.438,1.375,3.0,1.125,0.688,2.125,1.031,1.708,1.592,1.408,1.014,1.31,3.0,0.293,Haptic,3.449,16,1.0
BEDFELLOW,3.0,1.0,3.0,1.375,1.438,3.938,1.966,1.789,2.033,1.996,1.999,1.611,3.938,0.214,Visual,4.954,16,0.889
MONOCLE,0.5,0.167,3.0,0.556,0.111,4.056,1.043,0.707,1.91,1.042,0.471,1.662,4.056,0.47,Visual,4.547,18,0.947
LOVE,2.056,0.722,3.0,4.389,1.056,2.667,2.014,1.32,1.782,1.335,1.589,2.0,4.389,0.264,Interoceptive,5.202,18,1.0
MUSCULARITY,0.071,0.0,3.0,1.143,0.0,3.929,0.267,0.0,1.617,1.512,0.0,1.207,3.929,0.482,Visual,4.467,14,0.933
MUSCULARLY,0.278,0.0,3.0,1.0,0.0,3.722,0.958,0.0,1.782,1.495,0.0,1.565,3.722,0.465,Visual,4.302,18,1.0
STACK,0.778,0.056,3.0,0.111,0.167,3.944,1.353,0.236,2.0,0.471,0.514,1.552,3.944,0.483,Visual,4.462,18,1.0
LONGHAIR,0.875,0.0,3.0,0.312,0.5,4.812,1.586,0.0,2.033,0.793,1.265,0.544,4.812,0.507,Visual,5.184,16,1.0
BEDROLL,0.533,0.0,3.0,0.467,0.467,3.467,0.915,0.0,1.558,1.06,1.125,1.302,3.467,0.437,Visual,4.102,15,0.938
SPRINKLER,3.895,0.105,3.0,0.158,0.211,4.526,1.197,0.315,2.055,0.501,0.535,0.905,4.526,0.372,Visual,5.634,19,1.0
GURNEY,0.824,0.0,3.0,0.529,0.118,3.941,1.551,0.0,2.121,1.375,0.485,1.6,3.941,0.469,Visual,4.464,17,0.895
CHANGE HANDS,0.778,0.167,3.0,0.667,0.167,3.667,1.263,0.514,2.029,1.572,0.383,1.715,3.667,0.414,Visual,4.256,18,1.0
FIBERBOARD,0.278,0.167,3.0,0.278,0.278,3.778,0.669,0.707,1.609,0.958,0.826,1.478,3.778,0.464,Visual,4.326,18,0.947
BALMY,0.412,0.353,3.0,1.882,0.706,1.176,1.064,0.996,1.541,1.965,1.404,1.468,3.0,0.352,Haptic,3.295,17,0.85
STIFFENING,0.471,0.0,3.0,2.941,0.0,3.353,1.281,0.0,1.904,2.106,0.0,1.73,3.353,0.343,Visual,4.485,17,0.944
SITTING,0.645,0.258,3.0,1.71,0.323,2.71,1.45,0.965,1.713,1.987,1.045,1.792,3.0,0.317,Haptic,3.738,31,0.939
CHIPS,1.667,4.444,3.0,0.444,2.389,3.722,1.749,1.199,1.879,1.294,1.787,1.364,4.444,0.255,Gustatory,5.695,18,1.0
CONDOM,0.095,0.286,3.0,0.524,0.81,3.952,0.436,0.784,1.871,1.209,1.03,1.746,3.952,0.445,Visual,4.472,21,1.0
CAULIFLOWER,0.312,4.312,3.0,0.625,2.75,4.25,1.014,1.448,1.862,1.258,2.049,1.238,4.312,0.262,Gustatory,5.897,16,1.0
HANKIE,0.471,0.0,3.0,0.294,0.588,4.059,1.281,0.0,2.151,0.985,1.228,1.478,4.059,0.483,Visual,4.55,17,0.895
SLIPCOVER,0.579,0.263,3.0,0.263,0.263,3.789,1.575,1.147,2.082,1.147,1.147,1.653,3.789,0.432,Visual,4.339,19,1.0
TICKLISH,1.529,0.0,3.0,4.0,0.0,1.882,1.7,0.0,2.151,1.369,0.0,1.9,4.0,0.384,Interoceptive,4.661,17,1.0
TIE UP,0.353,0.0,3.0,0.588,0.0,3.294,0.702,0.0,1.837,1.064,0.0,1.795,3.294,0.455,Visual,3.979,17,0.944
FILING CABINET,1.312,0.0,3.0,0.0,0.188,4.312,1.537,0.0,1.862,0.0,0.544,1.138,4.312,0.489,Visual,4.784,16,1.0
BATON,0.389,0.111,3.0,0.167,0.167,3.889,0.608,0.471,1.645,0.707,0.707,1.53,3.889,0.489,Visual,4.412,18,1.0
BLOWER,3.0,0.0,3.0,0.438,0.438,2.875,2.098,0.0,1.789,1.094,0.892,1.962,3.0,0.308,Haptic,4.271,16,1.0
FILLETING,0.429,0.143,3.0,0.214,0.357,3.643,1.342,0.363,1.881,0.579,0.633,1.823,3.643,0.45,Visual,4.226,14,0.933
BLOW DRYER,4.053,0.0,3.0,0.263,0.474,3.737,1.649,0.0,1.856,0.806,1.02,1.939,4.053,0.352,Auditory,5.264,19,1.0
CLAMSHELL,0.263,0.474,3.0,0.0,1.158,3.737,0.562,1.219,2.211,0.0,1.708,1.759,3.737,0.433,Visual,4.324,19,0.95
FILMINESS,0.067,0.333,3.0,0.4,0.133,3.533,0.258,0.816,1.648,1.056,0.352,1.846,3.533,0.464,Visual,4.145,15,0.75
SLATHER,0.625,0.125,3.0,0.25,0.312,2.625,1.147,0.342,1.751,1.0,1.014,1.996,3.0,0.414,Haptic,3.567,16,0.889
LEGROOM,0.1,0.0,3.0,0.7,0.0,3.65,0.447,0.0,2.2,1.38,0.0,1.785,3.65,0.49,Visual,4.235,20,1.0
MAPLELEAF,0.65,0.8,3.0,0.0,1.4,4.6,1.226,1.735,1.947,0.0,1.429,0.821,4.6,0.44,Visual,5.038,20,1.0
THROW,1.059,0.0,3.0,0.882,0.0,4.0,1.749,0.0,1.936,1.536,0.0,1.225,4.0,0.447,Visual,4.529,17,1.0
MESH,0.25,0.0,3.0,0.6,0.1,3.6,0.55,0.0,1.947,1.188,0.447,1.729,3.6,0.477,Visual,4.196,20,1.0
MANTLE,0.5,0.188,3.0,0.312,0.312,4.125,0.966,0.75,1.897,0.873,1.014,1.258,4.125,0.467,Visual,4.601,16,0.941
SLOT MACHINE,2.8,0.0,3.0,0.65,0.1,3.95,1.908,0.0,1.892,1.268,0.308,1.504,3.95,0.376,Visual,4.804,20,1.0
OILED,0.647,0.235,3.0,0.235,1.059,3.471,1.32,0.562,1.837,0.752,1.088,1.505,3.471,0.374,Visual,4.127,17,1.0
SLOTMACHINE,3.65,0.0,3.0,0.35,0.1,4.4,1.496,0.0,1.919,0.813,0.447,0.995,4.4,0.383,Visual,5.438,20,1.0
CITRUS FRUIT,0.9,4.6,3.0,1.05,3.4,4.2,1.804,0.94,1.717,1.82,1.698,1.105,4.6,0.216,Gustatory,6.211,20,1.0
CORKSCREW,0.722,0.0,3.0,0.333,0.167,3.833,1.274,0.0,1.91,1.188,0.514,1.757,3.833,0.476,Visual,4.375,18,1.0
